220.439, 129.230, 8.334, 15.962 False
220.162, 129.226, 8.334, 15.995 False
219.884, 129.221, 8.334, 16.028 False
219.606, 129.217, 8.334, 16.061 False
219.328, 129.213, 8.333, 16.094 False
219.051, 129.209, 8.333, 16.127 False
218.773, 129.205, 8.334, 16.160 False
218.495, 129.201, 8.334, 16.193 False
218.217, 129.198, 8.334, 16.226 False
217.939, 129.194, 8.334, 16.259 False
217.662, 129.190, 8.334, 16.292 False
217.384, 129.187, 8.334, 16.325 False
217.106, 129.183, 8.334, 16.358 False
216.828, 129.180, 8.334, 16.391 False
216.551, 129.177, 8.334, 16.424 False
216.273, 129.173, 8.334, 16.457 False
215.995, 129.170, 8.333, 16.490 False
215.717, 129.167, 8.333, 16.523 False
215.439, 129.164, 8.333, 16.556 False
215.162, 129.161, 8.333, 16.589 False
214.884, 129.159, 8.333, 16.622 False
214.606, 129.156, 8.333, 16.655 False
214.328, 129.153, 8.333, 16.688 False
214.051, 129.150, 8.333, 16.721 False
213.773, 129.148, 8.333, 16.754 False
213.495, 129.145, 8.333, 16.787 False
213.217, 129.143, 8.333, 16.820 False
212.939, 129.141, 8.333, 16.853 False
212.662, 129.139, 8.333, 16.886 False
212.384, 129.137, 8.333, 16.919 False
212.106, 129.135, 8.333, 16.952 False
211.828, 129.133, 8.333, 16.985 False
211.551, 129.131, 8.333, 17.018 False
211.273, 129.129, 8.333, 17.051 False
210.995, 129.127, 8.333, 17.084 False
210.717, 129.126, 8.333, 17.117 False
210.439, 129.125, 8.333, 17.150 False
210.162, 129.123, 8.333, 17.183 False
209.884, 129.122, 8.333, 17.216 False
209.606, 129.121, 8.333, 17.249 False
209.328, 129.120, 8.333, 17.282 False
209.051, 129.119, 8.333, 17.315 False
208.773, 129.118, 8.333, 17.348 False
208.495, 129.117, 8.333, 17.381 False
208.217, 129.116, 8.333, 17.414 False
207.940, 129.115, 8.333, 17.447 False
207.662, 129.114, 8.333, 17.480 False
207.384, 129.114, 8.333, 17.513 False
207.106, 129.113, 8.333, 17.546 False
206.828, 129.113, 8.333, 17.579 False
206.551, 129.112, 8.333, 17.612 False
206.273, 129.112, 8.333, 17.645 False
205.995, 129.112, 8.333, 17.678 False
205.717, 129.112, 8.333, 17.711 False
205.440, 129.111, 8.333, 17.744 False
205.162, 129.111, 8.333, 17.777 False
204.884, 129.111, 8.333, 17.810 False
204.606, 129.111, 8.333, 17.843 False
204.328, 129.111, 8.333, 17.876 False
204.051, 129.111, 8.333, 17.909 False
203.773, 129.112, 8.333, 17.942 False
203.495, 129.112, 8.333, 17.975 False
203.217, 129.112, 8.333, 18.008 False
202.940, 129.113, 8.333, 18.041 False
202.662, 129.113, 8.333, 18.074 False
202.384, 129.114, 8.333, 18.107 False
202.106, 129.114, 8.333, 18.140 False
201.828, 129.115, 8.333, 18.173 False
201.551, 129.115, 8.333, 18.206 False
201.273, 129.116, 8.333, 18.239 False
200.995, 129.117, 8.333, 18.272 False
200.717, 129.118, 8.333, 18.305 False
200.440, 129.119, 8.333, 18.338 False
200.162, 129.120, 8.333, 18.371 False
199.884, 129.121, 8.333, 18.404 False
199.606, 129.122, 8.333, 18.437 False
199.329, 129.123, 8.333, 18.470 False
199.051, 129.124, 8.333, 18.503 False
198.773, 129.125, 8.333, 18.536 False
198.495, 129.126, 8.333, 18.569 False
198.217, 129.128, 8.333, 18.602 False
197.940, 129.129, 8.333, 18.635 False
197.662, 129.130, 8.333, 18.668 False
197.384, 129.132, 8.333, 18.701 False
197.106, 129.133, 8.333, 18.734 False
196.829, 129.135, 8.333, 18.767 False
196.551, 129.137, 8.333, 18.800 False
196.273, 129.138, 8.333, 18.833 False
195.995, 129.140, 8.333, 18.866 False
195.717, 129.142, 8.333, 18.899 False
195.440, 129.143, 8.333, 18.932 False
195.162, 129.145, 8.333, 18.965 False
194.884, 129.147, 8.333, 18.998 False
194.606, 129.149, 8.333, 19.031 False
194.329, 129.151, 8.333, 19.064 False
194.051, 129.153, 8.333, 19.097 False
193.773, 129.155, 8.333, 19.130 False
193.495, 129.157, 8.333, 19.163 False
193.217, 129.159, 8.333, 19.196 False
192.940, 129.161, 8.333, 19.229 False
192.662, 129.163, 8.333, 19.262 False
192.384, 129.165, 8.333, 19.295 False
192.106, 129.168, 8.333, 19.328 False
191.829, 129.170, 8.333, 19.361 False
191.551, 129.172, 8.333, 19.394 False
191.273, 129.175, 8.333, 19.427 False
190.995, 129.177, 8.333, 19.460 False
190.718, 129.179, 8.333, 19.493 False
190.440, 129.182, 8.333, 19.526 False
190.162, 129.184, 8.333, 19.559 False
189.884, 129.187, 8.333, 19.592 False
189.606, 129.189, 8.333, 19.625 False
189.329, 129.192, 8.333, 19.658 False
189.051, 129.194, 8.333, 19.691 False
188.773, 129.197, 8.333, 19.724 False
188.495, 129.199, 8.333, 19.757 False
188.218, 129.202, 8.333, 19.790 False
187.940, 129.205, 8.333, 19.823 False
187.662, 129.207, 8.333, 19.856 False
187.384, 129.210, 8.333, 19.889 False
187.106, 129.213, 8.333, 19.922 False
186.829, 129.216, 8.333, 19.955 False
186.551, 129.218, 8.333, 19.988 False
186.273, 129.221, 8.333, 20.021 False
185.995, 129.224, 8.333, 20.054 False
185.718, 129.227, 8.333, 20.087 False
185.440, 129.230, 8.333, 20.120 False
185.162, 129.233, 8.333, 20.153 False
184.884, 129.235, 8.333, 20.186 False
184.607, 129.238, 8.333, 20.219 False
184.329, 129.241, 8.333, 20.252 False
184.051, 129.244, 8.333, 20.285 False
183.774, 129.247, 8.333, 20.318 False
183.496, 129.250, 8.333, 20.351 False
183.218, 129.253, 8.333, 20.384 False
182.940, 129.256, 8.333, 20.417 False
182.663, 129.259, 8.333, 20.450 False
182.385, 129.262, 8.333, 20.483 False
182.107, 129.265, 8.333, 20.516 False
181.829, 129.268, 8.333, 20.549 False
181.552, 129.271, 8.333, 20.582 False
181.274, 129.274, 8.333, 20.615 False
180.996, 129.277, 8.333, 20.648 False
180.718, 129.280, 8.333, 20.681 False
180.441, 129.283, 8.333, 20.714 False
180.163, 129.286, 8.333, 20.747 False
179.885, 129.289, 8.333, 20.780 False
179.608, 129.292, 8.333, 20.813 False
179.330, 129.295, 8.333, 20.846 False
179.052, 129.299, 8.333, 20.879 False
178.774, 129.302, 8.333, 20.912 False
178.497, 129.305, 8.333, 20.945 False
178.219, 129.308, 8.333, 20.978 False
177.941, 129.311, 8.333, 21.011 False
177.663, 129.314, 8.333, 21.044 False
177.386, 129.317, 8.333, 21.077 False
177.108, 129.320, 8.333, 21.110 False
176.830, 129.323, 8.333, 21.143 False
176.552, 129.326, 8.333, 21.176 False
176.275, 129.329, 8.333, 21.209 False
175.997, 129.332, 8.333, 21.242 False
175.719, 129.336, 8.333, 21.275 False
175.441, 129.338, 8.333, 21.308 False
175.164, 129.341, 8.333, 21.341 False
174.886, 129.344, 8.330, 21.374 False
174.609, 129.346, 8.310, 21.407 False
174.333, 129.349, 8.281, 21.440 False
174.058, 129.352, 8.228, 21.473 False
173.787, 129.355, 8.143, 21.506 False
173.519, 129.358, 8.034, 21.539 False
173.255, 129.360, 7.904, 21.572 False
172.996, 129.363, 7.760, 21.605 False
172.742, 129.366, 7.604, 21.638 False
172.494, 129.368, 7.440, 21.671 False
172.251, 129.371, 7.271, 21.704 False
172.014, 129.373, 7.095, 21.737 False
171.783, 129.375, 6.921, 21.770 False
171.557, 129.378, 6.749, 21.803 False
171.337, 129.380, 6.586, 21.836 False
171.122, 129.382, 6.430, 21.869 False
170.912, 129.384, 6.286, 21.902 False
170.706, 129.386, 6.152, 21.935 False
